"age","job","marital","education","default","balance","housing","loan","previous","poutcome","P (y=no)","P (y=yes)","Prediction (y)","Prediction (y) (Confidence)"
43,"blue-collar","married","primary","no",2598,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
39,"management","married","tertiary","no",0,"yes","no",0,"unknown",1,0,"no",1
41,"blue-collar","divorced","secondary","no",257,"yes","no",0,"unknown",1,0,"no",1
31,"blue-collar","single","secondary","no",196,"yes","no",7,"failure",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
42,"management","married","tertiary","no",3718,"yes","no",2,"failure",0.8999999761581421,0.10000000149011612,"no",0.8999999761581421
27,"blue-collar","married","primary","no",1,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
56,"blue-collar","divorced","primary","no",0,"yes","no",0,"unknown",1,0,"no",1
30,"services","married","secondary","no",253,"yes","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
47,"technician","married","secondary","no",232,"yes","no",1,"failure",0.949999988079071,0.05000000074505806,"no",0.949999988079071
47,"blue-collar","married","primary","no",-301,"yes","no",0,"unknown",1,0,"no",1
40,"services","married","secondary","no",0,"yes","no",2,"failure",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
35,"management","single","unknown","no",121,"yes","no",0,"unknown",0.9100000262260437,0.09000000357627869,"no",0.9100000262260437
51,"entrepreneur","married","tertiary","no",3921,"yes","no",0,"unknown",1,0,"no",1
33,"admin.","married","secondary","no",258,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
40,"blue-collar","married","secondary","no",617,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
45,"admin.","single","secondary","no",-11,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
36,"blue-collar","married","secondary","no",108,"yes","no",0,"unknown",1,0,"no",1
42,"admin.","single","secondary","no",0,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
41,"blue-collar","divorced","primary","no",169,"yes","no",0,"unknown",0.8700000047683716,0.12999999523162842,"no",0.8700000047683716
35,"admin.","married","secondary","no",1,"yes","yes",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
32,"technician","divorced","tertiary","no",75,"no","no",9,"failure",0.7599999904632568,0.23999999463558197,"no",0.7599999904632568
44,"unemployed","married","secondary","no",0,"no","no",4,"failure",0.8299999833106995,0.17000000178813934,"no",0.8299999833106995
35,"management","married","tertiary","no",1432,"yes","no",0,"unknown",1,0,"no",1
37,"admin.","single","secondary","no",686,"yes","no",2,"failure",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
35,"management","married","tertiary","no",0,"yes","no",0,"unknown",1,0,"no",1
30,"self-employed","single","secondary","no",280,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
37,"technician","married","tertiary","no",3043,"yes","no",1,"failure",0.9200000166893005,0.07999999821186066,"no",0.9200000166893005
37,"blue-collar","married","primary","no",-738,"yes","no",0,"unknown",1,0,"no",1
43,"management","married","secondary","no",-100,"yes","no",0,"unknown",1,0,"no",1
33,"blue-collar","married","primary","no",415,"yes","no",4,"success",0.8100000023841858,0.1899999976158142,"no",0.8100000023841858
54,"technician","married","secondary","no",-258,"yes","no",1,"other",1,0,"no",1
44,"blue-collar","single","primary","no",38,"yes","no",0,"unknown",1,0,"no",1
31,"admin.","married","secondary","no",33,"yes","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
39,"management","divorced","tertiary","no",224,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
42,"technician","married","secondary","no",89,"yes","no",0,"unknown",1,0,"no",1
53,"services","married","primary","no",171,"yes","yes",6,"other",1,0,"no",1
51,"technician","single","secondary","no",-463,"yes","no",3,"failure",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
41,"admin.","divorced","tertiary","no",-298,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
27,"management","single","tertiary","no",218,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
41,"management","married","tertiary","no",326,"yes","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
47,"admin.","married","secondary","no",769,"yes","no",2,"failure",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
43,"services","married","secondary","no",122,"yes","no",0,"unknown",1,0,"no",1
44,"services","married","secondary","no",-395,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
27,"entrepreneur","single","tertiary","no",2159,"yes","no",0,"unknown",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
25,"student","single","secondary","no",293,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
48,"admin.","married","secondary","no",-582,"yes","no",0,"unknown",1,0,"no",1
43,"technician","divorced","secondary","no",0,"yes","no",2,"failure",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
50,"blue-collar","married","secondary","no",716,"yes","no",0,"unknown",1,0,"no",1
45,"admin.","married","secondary","no",251,"yes","no",2,"failure",0.8799999952316284,0.11999999731779099,"no",0.8799999952316284
46,"blue-collar","married","unknown","no",9328,"yes","no",0,"unknown",0.75,0.25,"no",0.75
38,"services","married","secondary","no",0,"yes","no",0,"unknown",1,0,"no",1
33,"management","married","tertiary","no",8339,"yes","no",5,"other",0.75,0.25,"no",0.75
31,"admin.","married","secondary","no",368,"yes","no",3,"other",0.949999988079071,0.05000000074505806,"no",0.949999988079071
37,"admin.","single","tertiary","no",0,"yes","no",0,"unknown",0.9100000262260437,0.09000000357627869,"no",0.9100000262260437
59,"blue-collar","married","secondary","no",5314,"yes","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
44,"management","divorced","tertiary","no",0,"yes","yes",1,"failure",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
34,"blue-collar","married","primary","no",6352,"yes","no",2,"other",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
25,"student","single","secondary","no",703,"no","no",0,"unknown",0.8500000238418579,0.15000000596046448,"no",0.8500000238418579
35,"services","divorced","secondary","no",67,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
45,"admin.","single","secondary","no",341,"yes","yes",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
19,"student","single","secondary","no",291,"no","no",0,"unknown",0.7099999785423279,0.28999999165534973,"no",0.7099999785423279
52,"technician","married","secondary","no",221,"yes","no",3,"failure",0.949999988079071,0.05000000074505806,"no",0.949999988079071
51,"blue-collar","married","primary","no",565,"yes","yes",3,"failure",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
37,"management","married","tertiary","no",8564,"yes","no",1,"failure",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
35,"admin.","married","secondary","no",1286,"yes","no",1,"other",0.9100000262260437,0.09000000357627869,"no",0.9100000262260437
43,"blue-collar","married","primary","no",-111,"yes","no",0,"unknown",1,0,"no",1
42,"services","single","secondary","no",241,"yes","no",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
28,"services","divorced","secondary","no",6,"yes","yes",23,"other",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
53,"services","married","primary","no",2618,"yes","no",2,"failure",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
38,"services","married","secondary","no",129,"yes","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
43,"management","married","tertiary","no",176,"yes","no",1,"failure",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
31,"technician","single","secondary","no",4888,"yes","no",2,"failure",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
29,"management","single","tertiary","no",2799,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
41,"services","married","unknown","no",394,"yes","no",0,"unknown",1,0,"no",1
50,"blue-collar","married","secondary","no",253,"yes","yes",0,"unknown",1,0,"no",1
27,"admin.","single","tertiary","no",1993,"yes","no",0,"unknown",1,0,"no",1
47,"technician","married","primary","no",434,"yes","yes",0,"unknown",1,0,"no",1
29,"unemployed","single","tertiary","no",150,"yes","no",0,"unknown",1,0,"no",1
36,"technician","single","secondary","no",7503,"yes","no",1,"failure",0.949999988079071,0.05000000074505806,"no",0.949999988079071
44,"blue-collar","married","primary","no",0,"yes","no",1,"failure",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
56,"management","married","tertiary","no",505,"yes","yes",3,"failure",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
46,"technician","married","tertiary","no",342,"yes","yes",0,"unknown",1,0,"no",1
29,"technician","single","tertiary","no",41,"yes","yes",0,"unknown",1,0,"no",1
30,"blue-collar","married","primary","no",-327,"yes","yes",7,"other",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
35,"blue-collar","married","secondary","no",225,"yes","no",2,"failure",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
41,"blue-collar","married","primary","no",-7,"yes","no",2,"failure",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
39,"services","married","secondary","no",-311,"yes","no",2,"other",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
35,"management","single","tertiary","no",107,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
31,"technician","single","tertiary","no",645,"yes","no",0,"unknown",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
49,"blue-collar","married","secondary","no",8545,"yes","yes",1,"failure",1,0,"no",1
46,"management","married","tertiary","no",523,"yes","no",2,"failure",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
30,"management","married","tertiary","no",94,"yes","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
37,"blue-collar","married","primary","no",1222,"yes","no",0,"unknown",1,0,"no",1
52,"services","divorced","secondary","no",12,"yes","no",1,"failure",0.8799999952316284,0.11999999731779099,"no",0.8799999952316284
35,"blue-collar","married","secondary","no",5417,"yes","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
54,"management","married","primary","yes",0,"yes","yes",0,"unknown",1,0,"no",1
51,"entrepreneur","married","unknown","no",2396,"yes","no",0,"unknown",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
49,"management","married","tertiary","no",489,"yes","no",1,"failure",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
27,"admin.","married","secondary","no",710,"yes","yes",2,"success",0.25,0.75,"yes",0.75
50,"technician","married","secondary","no",0,"yes","no",1,"other",0.949999988079071,0.05000000074505806,"no",0.949999988079071
36,"services","married","secondary","no",0,"yes","no",3,"failure",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
23,"admin.","single","secondary","no",589,"yes","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
45,"blue-collar","married","primary","no",1558,"yes","no",0,"unknown",1,0,"no",1
37,"technician","married","secondary","no",1784,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
39,"admin.","single","secondary","no",4917,"yes","yes",0,"unknown",1,0,"no",1
29,"blue-collar","married","primary","no",111,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
53,"entrepreneur","divorced","tertiary","no",81,"yes","no",3,"failure",0.9100000262260437,0.09000000357627869,"no",0.9100000262260437
35,"services","married","secondary","no",0,"yes","no",1,"failure",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
38,"technician","single","secondary","no",1019,"yes","no",0,"unknown",0.9200000166893005,0.07999999821186066,"no",0.9200000166893005
42,"management","married","secondary","no",275,"yes","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
26,"services","single","secondary","no",-481,"yes","yes",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
37,"entrepreneur","married","secondary","no",0,"yes","yes",0,"unknown",1,0,"no",1
32,"blue-collar","single","secondary","no",1143,"yes","yes",1,"failure",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
37,"technician","divorced","secondary","no",141,"yes","no",3,"failure",1,0,"no",1
46,"management","married","tertiary","no",16,"yes","no",0,"unknown",1,0,"no",1
35,"management","married","tertiary","no",105,"yes","no",3,"failure",0.75,0.25,"no",0.75
32,"services","single","secondary","no",182,"yes","no",0,"unknown",1,0,"no",1
46,"entrepreneur","married","tertiary","no",25204,"yes","yes",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
30,"technician","married","secondary","no",616,"yes","no",0,"unknown",1,0,"no",1
34,"blue-collar","married","secondary","no",-349,"yes","no",1,"failure",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
31,"technician","single","secondary","no",53,"yes","yes",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
30,"admin.","married","secondary","no",-150,"yes","no",1,"failure",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
33,"admin.","married","tertiary","no",281,"yes","no",1,"failure",0.8899999856948853,0.10999999940395355,"no",0.8899999856948853
